district,medianVoterIdeologyStr,actualVoterSatisfactionStr,primaryIdeologyStr,primaryPartyStr,primarySatisfactionStr,irPrimaryIdeologyStr,irPrimaryPartyStr,irPrimarySatisfactionStr,h2hPrimaryIdeologyStr,h2hPrimaryPartyStr,h2hPrimarySatisfactionStr,instantRunoffIdeologyStr,instantRunoffPartyStr,instantRunoffSatisfactionStr,headToHeadIdeologyStr,headToHeadPartyStr,headToHeadSatisfactionStr,final5IdeologyStr,final5PartyStr,final5SatisfactionStr
WA-03,2.357,42.800,-38.54,Dem,32.80,-32.90,Dem,40.60,40.37,Rep,35.58,2.20,Rep,99.90,2.16,Rep,99.70,15.01,Rep,76.78
WA-04,11.238,56.800,58.93,Rep,22.60,52.38,Rep,29.35,48.77,Rep,34.17,34.31,Rep,56.88,11.15,Rep,99.70,36.56,Rep,53.07
WA-05,5.911,37.400,34.48,Rep,49.40,-24.73,Dem,47.59,43.22,Rep,35.94,16.21,Rep,80.72,20.62,Rep,72.69,28.01,Rep,59.44
WA-06,-6.898,56.000,-28.61,Dem,60.00,-59.89,Dem,17.47,-30.89,Dem,56.22,-23.96,Dem,68.47,-26.58,Dem,63.86,-46.21,Dem,32.93
WA-07,-31.242,26.200,-65.91,Dem,31.40,-52.31,Dem,54.87,-49.58,Dem,60.30,-31.17,Dem,99.90,-31.25,Dem,99.90,-10.97,Dem,58.89
WA-08,-1.183,44.600,-32.74,Dem,45.20,-37.70,Dem,37.95,-35.30,Dem,41.37,-7.22,Dem,88.96,-1.23,Dem,99.80,-5.52,Dem,91.97
WA-09,-21.172,84.800,-51.77,Dem,41.00,-45.79,Dem,51.46,-58.53,Dem,30.75,-26.90,Dem,88.24,-21.17,Dem,99.90,-36.92,Dem,68.14
WA-10,-6.801,55.400,-42.18,Dem,38.00,-31.30,Dem,55.48,-33.76,Dem,51.46,-45.60,Dem,33.37,-15.91,Dem,83.02,-12.86,Dem,88.64
WV-01,17.017,75.000,59.77,Rep,26.20,47.41,Rep,43.02,40.06,Rep,55.48,17.06,Rep,99.90,16.77,Rep,99.50,16.88,Rep,99.70
WV-02,14.636,26.200,47.64,Rep,40.20,49.55,Rep,36.55,47.86,Rep,39.36,37.08,Rep,57.03,14.81,Rep,99.60,14.51,Rep,99.80
WV-03,20.032,50.200,56.08,Rep,34.20,46.34,Rep,48.80,47.25,Rep,47.19,28.18,Rep,83.53,23.92,Rep,92.17,20.04,Rep,99.80
WI-01,3.633,35.200,39.30,Rep,39.80,21.69,Rep,67.34,37.87,Rep,40.80,-12.77,Dem,70.55,3.71,Rep,99.90,15.35,Rep,78.39
WI-02,-18.321,34.000,-68.87,Dem,16.80,-68.65,Dem,17.09,-47.10,Dem,45.23,-18.34,Dem,99.90,-18.45,Dem,99.90,-18.20,Dem,99.50
WI-03,-1.559,56.000,-35.16,Dem,42.20,-30.40,Dem,49.40,-51.50,Dem,21.89,-25.50,Dem,57.43,-1.63,Dem,99.80,18.52,Rep,64.06
WI-04,-24.989,44.200,-25.00,Dem,99.40,-69.40,Dem,21.11,-51.42,Dem,47.04,-27.87,Dem,94.07,-25.04,Dem,99.90,-29.85,Dem,89.85
WI-05,10.972,17.400,-13.12,Dem,57.40,47.74,Rep,35.34,39.55,Rep,47.59,23.61,Rep,75.90,11.01,Rep,99.60,11.22,Rep,99.40
WI-06,6.117,16.200,46.35,Rep,32.60,36.19,Rep,46.39,-36.41,Dem,31.53,38.58,Rep,42.77,8.79,Rep,94.98,15.65,Rep,82.13
WI-07,5.999,26.600,42.93,Rep,37.20,49.57,Rep,27.51,48.47,Rep,28.92,-0.96,Dem,87.35,5.99,Rep,100.00,-6.24,Dem,77.91
WI-08,5.402,34.400,26.20,Rep,62.60,-19.15,Dem,57.03,-32.89,Dem,36.95,5.48,Rep,99.60,5.23,Rep,99.80,35.00,Rep,47.59
WY-01,21.710,43.600,60.49,Rep,29.40,55.55,Rep,35.94,43.38,Rep,56.63,21.74,Rep,99.80,26.64,Rep,89.96,21.63,Rep,99.80
AL-01,13.420,21.800,42.77,Rep,46.40,48.43,Rep,37.15,51.45,Rep,32.53,13.30,Rep,100.00,13.45,Rep,99.80,13.35,Rep,100.00
AL-02,14.464,59.600,55.26,Rep,29.80,30.76,Rep,68.54,38.94,Rep,53.67,26.33,Rep,76.78,29.93,Rep,70.15,25.02,Rep,79.60
AL-03,14.636,61.000,44.85,Rep,44.40,26.05,Rep,77.71,58.51,Rep,24.90,14.68,Rep,99.60,14.78,Rep,99.60,14.56,Rep,100.00
AL-04,27.171,80.400,27.29,Rep,99.60,53.58,Rep,46.43,60.76,Rep,34.57,34.55,Rep,84.42,38.77,Rep,75.38,28.31,Rep,97.49
AL-05,15.391,19.600,-10.16,Dem,54.80,45.46,Rep,43.98,43.05,Rep,47.99,46.17,Rep,42.77,15.39,Rep,99.80,18.64,Rep,93.78
AL-06,22.925,18.600,53.09,Rep,41.80,66.67,Rep,22.29,49.04,Rep,47.99,22.89,Rep,100.00,22.73,Rep,99.80,22.78,Rep,100.00
AL-07,-21.073,63.600,-73.75,Dem,14.40,-31.78,Dem,78.51,-53.27,Dem,38.76,-48.41,Dem,46.79,-20.44,Dem,98.39,-20.98,Dem,99.80
AK-01,7.456,61.800,43.63,Rep,37.60,48.11,Rep,30.92,44.11,Rep,36.14,7.51,Rep,99.80,24.45,Rep,68.47,-3.46,Dem,80.12
AZ-01,0.902,64.800,62.21,Rep,13.20,-39.36,Dem,33.73,45.98,Rep,27.31,18.98,Rep,67.47,0.96,Rep,99.80,11.43,Rep,80.72
AZ-02,-0.875,71.800,39.60,Rep,33.80,-45.92,Dem,27.31,32.58,Rep,42.97,0.62,Dem,97.19,-1.01,Dem,99.60,21.14,Rep,61.04
AZ-03,-13.529,22.400,-48.13,Dem,37.40,-65.96,Dem,16.47,-26.55,Dem,74.90,-42.76,Dem,45.78,-13.48,Dem,99.80,-13.56,Dem,99.80
AZ-04,18.767,19.200,53.44,Rep,36.40,51.45,Rep,38.59,47.15,Rep,45.63,26.46,Rep,84.62,18.83,Rep,99.90,18.90,Rep,99.70
AZ-05,12.655,4.400,-23.50,Dem,39.60,37.23,Rep,53.82,31.89,Rep,63.25,12.75,Rep,99.60,12.65,Rep,100.00,26.86,Rep,72.69
AZ-06,7.826,19.800,41.59,Rep,41.20,45.87,Rep,34.17,58.01,Rep,19.90,22.13,Rep,73.17,17.62,Rep,81.41,30.58,Rep,58.09
AZ-07,-22.882,55.000,-47.09,Dem,51.40,-56.84,Dem,35.34,-54.05,Dem,39.96,-22.97,Dem,100.00,-23.05,Dem,99.80,-43.45,Dem,58.43
AZ-08,11.462,20.800,36.08,Rep,55.20,64.79,Rep,16.08,44.09,Rep,41.21,11.39,Rep,99.70,11.63,Rep,99.70,38.50,Rep,50.05
AZ-09,-5.138,53.400,-48.99,Dem,27.60,-25.58,Dem,63.05,-53.17,Dem,23.09,12.56,Rep,68.27,-4.95,Dem,99.60,-18.42,Dem,75.70
AR-01,14.843,51.600,61.34,Rep,22.60,58.97,Rep,24.30,37.06,Rep,57.43,14.83,Rep,99.80,14.83,Rep,99.80,25.47,Rep,79.52
AR-02,5.797,33.600,-24.84,Dem,47.20,37.33,Rep,44.22,44.72,Rep,33.77,23.43,Rep,67.54,5.73,Rep,99.90,-11.99,Dem,68.34
AR-03,16.340,63.600,30.00,Rep,74.00,55.00,Rep,30.95,62.34,Rep,21.91,17.90,Rep,97.09,16.24,Rep,99.70,16.19,Rep,99.70
AR-04,14.701,30.200,46.17,Rep,42.60,44.47,Rep,44.78,58.78,Rep,24.50,14.85,Rep,99.60,28.26,Rep,73.69,-1.17,Dem,70.88
CA-01,9.045,26.400,44.58,Rep,38.40,50.04,Rep,29.95,50.15,Rep,29.95,-10.11,Dem,65.73,9.02,Rep,99.90,9.21,Rep,99.90
CA-02,-21.656,57.800,-38.87,Dem,64.80,-68.08,Dem,19.90,-49.91,Dem,44.62,-21.63,Dem,99.70,-21.79,Dem,99.70,-21.60,Dem,99.70
CA-03,-5.994,54.800,-52.69,Dem,24.00,-43.57,Dem,35.54,-31.22,Dem,54.42,-35.56,Dem,47.39,-5.94,Dem,99.80,-25.67,Dem,64.06
CA-04,8.354,10.400,46.84,Rep,34.40,42.63,Rep,39.40,50.16,Rep,29.15,17.74,Rep,82.41,8.34,Rep,99.90,-15.87,Dem,57.49
CA-05,-21.470,63.200,-54.07,Dem,37.80,-46.82,Dem,50.05,-47.22,Dem,49.25,-43.33,Dem,56.28,-26.96,Dem,88.84,-21.43,Dem,99.90
CA-06,-21.044,55.200,-49.38,Dem,44.40,-54.14,Dem,37.39,-48.85,Dem,45.83,-21.12,Dem,99.90,-20.99,Dem,99.90,-20.98,Dem,99.90
CA-07,-3.871,64.800,-41.73,Dem,35.40,27.77,Rep,45.78,-34.48,Dem,46.18,-3.81,Dem,99.60,-3.78,Dem,99.60,-9.43,Dem,89.76
CA-08,7.368,46.800,48.02,Rep,32.00,25.78,Rep,65.93,24.50,Rep,68.34,7.50,Rep,99.70,7.48,Rep,99.70,-5.40,Dem,76.98
CA-09,-9.074,67.800,-35.86,Dem,51.00,-53.58,Dem,25.73,-44.47,Dem,37.59,-9.16,Dem,99.90,-9.03,Dem,99.90,-9.14,Dem,99.90
CA-10,-1.588,39.200,30.65,Rep,45.20,18.65,Rep,63.86,-42.48,Dem,32.13,-28.24,Dem,53.01,-1.56,Dem,99.80,-1.53,Dem,99.80
CA-11,-21.122,39.000,-60.87,Dem,27.60,-57.03,Dem,32.96,-61.51,Dem,27.14,-39.29,Dem,63.32,-21.19,Dem,99.70,-21.16,Dem,99.90
CA-12,-34.941,67.800,-58.68,Dem,48.00,-62.20,Dem,41.81,-43.67,Dem,80.00,-17.19,Dem,62.11,-34.93,Dem,99.90,-35.00,Dem,99.90
CA-13,-36.887,34.400,-37.01,Dem,99.40,-76.46,Dem,23.09,-67.08,Dem,36.55,-36.97,Dem,100.00,-36.79,Dem,99.80,-36.93,Dem,100.00
CA-14,-26.442,74.800,-47.99,Dem,55.20,-47.01,Dem,57.29,-44.62,Dem,61.91,-26.34,Dem,99.70,-26.42,Dem,99.90,-26.46,Dem,99.90
CA-15,-20.574,67.000,-60.73,Dem,27.40,-59.97,Dem,28.34,-50.63,Dem,42.21,-26.99,Dem,87.04,-20.64,Dem,99.90,-20.58,Dem,99.90
CA-16,-10.117,82.800,25.65,Rep,41.00,-60.61,Dem,19.28,-47.80,Dem,34.34,-43.17,Dem,40.96,-10.07,Dem,99.60,-51.72,Dem,29.12
CA-17,-24.285,34.000,-50.69,Dem,47.00,-24.28,Dem,99.80,-50.50,Dem,47.59,-24.16,Dem,99.80,-24.34,Dem,100.00,-46.67,Dem,54.42
CA-18,-22.720,68.200,-74.17,Dem,14.80,-57.30,Dem,34.37,-46.84,Dem,51.86,-18.30,Dem,91.06,-22.76,Dem,99.90,-22.51,Dem,99.30
CA-19,-23.514,65.400,-51.33,Dem,44.80,-56.03,Dem,37.35,-51.94,Dem,43.98,-23.49,Dem,99.80,-23.43,Dem,99.80,-29.99,Dem,86.75
CA-20,-22.547,83.400,-76.43,Dem,12.80,-33.80,Dem,76.91,-58.67,Dem,32.13,-22.61,Dem,99.80,-22.65,Dem,99.80,-22.67,Dem,99.80
CA-21,-6.633,53.000,-47.30,Dem,31.40,-19.95,Dem,75.50,-45.64,Dem,33.33,-18.76,Dem,77.51,-6.70,Dem,99.80,-35.34,Dem,48.80
CA-22,6.170,34.800,-28.22,Dem,41.80,-19.96,Dem,54.47,29.10,Rep,58.29,25.51,Rep,64.52,6.02,Rep,99.70,-10.67,Dem,69.75
CA-23,11.947,39.600,59.05,Rep,22.80,39.69,Rep,48.80,49.64,Rep,33.33,42.64,Rep,43.98,12.00,Rep,99.80,42.30,Rep,44.38
CA-24,-7.878,59.000,-48.79,Dem,30.20,-28.02,Dem,62.91,-47.78,Dem,31.96,19.21,Rep,52.86,-8.90,Dem,98.09,-32.74,Dem,54.47
CA-25,-1.219,48.400,40.35,Rep,32.40,46.91,Rep,24.30,36.83,Rep,36.55,-1.12,Dem,99.80,-1.12,Dem,99.80,-23.37,Dem,60.64
CA-26,-8.107,61.800,-43.17,Dem,38.20,-48.37,Dem,31.36,-45.73,Dem,34.77,-45.44,Dem,35.18,-8.17,Dem,99.90,9.84,Rep,67.94
CA-27,-16.330,39.800,-52.67,Dem,33.80,-40.43,Dem,53.67,-43.83,Dem,48.04,-31.95,Dem,69.35,-16.36,Dem,99.90,-16.35,Dem,99.90
CA-28,-22.892,75.000,-39.91,Dem,65.00,-53.78,Dem,40.36,-52.04,Dem,43.17,-22.68,Dem,99.40,-15.73,Dem,85.54,-22.75,Dem,99.80
CA-29,-28.231,78.000,-31.02,Dem,93.60,-75.27,Dem,17.47,-36.66,Dem,81.93,-28.24,Dem,100.00,-33.18,Dem,89.36,-31.36,Dem,93.17
CA-30,-19.014,69.400,-39.31,Dem,59.60,9.60,Rep,49.65,-45.28,Dem,49.05,-19.12,Dem,99.70,-30.97,Dem,75.98,-19.15,Dem,99.70
CA-31,-9.573,63.400,-57.86,Dem,21.40,-45.88,Dem,36.18,-40.29,Dem,44.82,-19.79,Dem,80.80,-9.72,Dem,99.50,-9.54,Dem,99.90
CA-32,-17.785,48.000,-54.33,Dem,33.20,-37.18,Dem,61.91,-48.75,Dem,42.01,-31.53,Dem,72.76,-37.55,Dem,61.51,-45.67,Dem,46.83
CA-33,-16.320,59.400,-57.33,Dem,27.60,-41.02,Dem,52.66,-56.97,Dem,28.14,-38.23,Dem,57.69,-16.26,Dem,99.90,-24.71,Dem,83.62
CA-34,-33.496,44.800,-46.06,Dem,71.40,-35.17,Dem,96.39,-57.85,Dem,47.79,-43.18,Dem,78.31,-34.33,Dem,97.99,-46.71,Dem,70.28
CA-35,-19.045,66.400,-68.24,Dem,18.00,-50.23,Dem,41.16,-50.38,Dem,40.96,-34.31,Dem,69.88,-20.65,Dem,96.99,-18.91,Dem,99.40
CA-36,-2.927,61.600,-59.49,Dem,15.40,-59.62,Dem,15.46,-40.63,Dem,36.14,19.29,Rep,60.44,-2.64,Dem,99.20,24.28,Rep,52.41
CA-37,-34.791,48.200,-31.78,Dem,93.60,-34.77,Dem,99.90,-34.64,Dem,99.50,-24.92,Dem,77.99,-34.76,Dem,99.90,-34.86,Dem,99.90
CA-38,-17.679,38.400,-51.21,Dem,37.60,-42.99,Dem,51.41,-43.74,Dem,50.00,-17.55,Dem,99.40,-23.07,Dem,89.56,-17.74,Dem,100.00
CA-39,-1.210,39.600,44.82,Rep,27.40,34.20,Rep,40.20,-40.62,Dem,34.17,-19.54,Dem,66.93,-1.08,Dem,99.70,-32.12,Dem,46.43
CA-40,-31.935,66.400,-31.92,Dem,99.60,-73.34,Dem,22.31,-61.44,Dem,39.20,-31.88,Dem,99.90,-42.21,Dem,77.19,-31.98,Dem,99.90
CA-41,-13.439,39.800,-43.92,Dem,43.60,-51.95,Dem,31.96,-57.86,Dem,24.52,6.10,Rep,64.92,-13.40,Dem,99.90,-13.46,Dem,99.90
CA-42,6.888,50.200,28.55,Rep,60.80,33.95,Rep,51.20,54.10,Rep,23.29,13.98,Rep,86.55,6.88,Rep,100.00,-6.43,Dem,76.10
CA-43,-28.748,29.400,-71.68,Dem,21.40,-46.36,Dem,62.51,-55.72,Dem,44.62,-28.59,Dem,99.50,-35.32,Dem,85.63,-28.72,Dem,99.90
CA-44,-33.347,61.000,-63.79,Dem,37.20,-76.91,Dem,19.48,-39.73,Dem,85.74,-33.30,Dem,99.80,-33.35,Dem,100.00,-33.30,Dem,99.80
CA-45,1.568,65.800,33.38,Rep,45.40,-36.57,Dem,36.55,40.71,Rep,34.34,1.63,Rep,99.80,1.64,Rep,99.80,24.38,Rep,59.44
CA-46,-15.771,76.000,-45.62,Dem,44.00,-30.75,Dem,70.95,-39.17,Dem,55.28,1.90,Rep,67.54,-15.75,Dem,99.90,-23.51,Dem,85.03
CA-47,-13.488,42.200,-47.62,Dem,38.20,-50.07,Dem,34.74,-44.85,Dem,42.57,-13.50,Dem,100.00,-13.51,Dem,100.00,-13.44,Dem,99.60
CA-48,2.636,40.600,-37.91,Dem,33.40,21.18,Rep,66.27,-31.27,Dem,42.57,15.59,Rep,76.10,2.61,Rep,100.00,25.18,Rep,59.44
CA-49,-0.241,35.600,-40.48,Dem,33.20,44.47,Rep,27.94,-35.68,Dem,39.80,-28.31,Dem,50.85,-0.45,Dem,99.50,19.17,Rep,65.33
CA-50,9.583,26.800,23.01,Rep,75.40,33.66,Rep,55.48,60.73,Rep,18.49,19.67,Rep,81.01,21.44,Rep,77.59,18.03,Rep,84.02
CA-51,-21.972,63.600,-53.49,Dem,39.40,-61.60,Dem,27.71,-41.22,Dem,61.24,-22.01,Dem,100.00,-21.93,Dem,99.80,-31.91,Dem,79.72
CA-52,-7.358,80.200,-47.80,Dem,31.20,-34.15,Dem,51.41,-57.78,Dem,19.68,-44.54,Dem,35.74,-7.47,Dem,99.60,-39.96,Dem,42.37
CA-53,-15.023,62.600,-51.80,Dem,33.80,-62.90,Dem,20.30,-46.81,Dem,41.21,-19.86,Dem,90.65,-15.06,Dem,99.90,-22.27,Dem,85.83
CO-01,-21.148,55.800,-58.51,Dem,30.80,-65.95,Dem,21.69,-40.55,Dem,61.24,-21.21,Dem,100.00,-30.60,Dem,81.12,-44.29,Dem,54.22
CO-02,-10.138,40.000,-47.98,Dem,33.80,-48.23,Dem,33.57,-29.42,Dem,63.92,-45.70,Dem,37.19,-10.28,Dem,99.90,-10.15,Dem,99.90
CO-03,4.635,33.000,28.87,Rep,57.00,48.29,Rep,27.91,34.46,Rep,47.19,4.55,Rep,99.80,4.57,Rep,99.80,-11.25,Dem,71.49
CO-04,10.799,9.200,53.09,Rep,28.60,62.84,Rep,17.47,30.39,Rep,63.05,30.10,Rep,63.65,10.88,Rep,99.80,25.01,Rep,72.89
CO-05,11.401,14.400,62.73,Rep,18.60,41.65,Rep,44.78,47.56,Rep,35.94,19.28,Rep,85.14,16.50,Rep,90.36,32.72,Rep,59.84
CO-06,-3.533,57.600,-48.17,Dem,27.00,-26.58,Dem,58.63,-56.07,Dem,18.88,18.76,Rep,60.64,-20.34,Dem,69.28,-24.38,Dem,62.45
CO-07,-6.925,60.600,-24.16,Dem,67.80,-29.34,Dem,58.89,-42.78,Dem,37.59,-16.80,Dem,81.41,-13.12,Dem,88.44,-41.40,Dem,39.60
CT-01,-12.604,49.600,-48.49,Dem,36.20,-53.57,Dem,29.12,-41.93,Dem,46.18,-12.64,Dem,100.00,-12.59,Dem,99.80,-42.61,Dem,44.98
CT-02,-4.053,46.600,-51.06,Dem,24.40,-29.51,Dem,54.67,28.85,Rep,44.02,28.33,Rep,44.62,-4.15,Dem,99.90,-39.35,Dem,39.40
CT-03,-10.493,43.600,-59.82,Dem,20.00,-33.55,Dem,57.23,-27.68,Dem,67.67,-10.39,Dem,99.80,-10.45,Dem,99.80,-27.95,Dem,67.27
CT-04,-8.527,70.400,-47.07,Dem,33.40,-34.74,Dem,52.46,-36.33,Dem,49.65,-21.06,Dem,76.78,-14.26,Dem,89.25,10.08,Rep,66.73
CT-05,-3.074,44.600,-53.15,Dem,21.40,22.84,Rep,54.87,-48.77,Dem,25.93,-3.09,Dem,99.90,-4.41,Dem,97.49,-36.79,Dem,41.81
DE-01,-7.603,53.800,-32.31,Dem,54.80,-51.61,Dem,26.73,-36.01,Dem,48.64,-39.61,Dem,43.22,-7.67,Dem,99.70,-7.63,Dem,99.70
FL-01,19.596,25.600,72.06,Rep,15.60,62.15,Rep,24.70,55.27,Rep,33.94,19.51,Rep,100.00,21.68,Rep,95.58,27.88,Rep,83.33
FL-02,17.782,35.400,46.69,Rep,45.60,47.29,Rep,43.98,45.33,Rep,46.99,48.19,Rep,42.57,23.86,Rep,87.75,18.04,Rep,99.20
FL-03,8.090,11.200,-21.87,Dem,48.60,48.92,Rep,30.55,48.35,Rep,31.36,8.12,Rep,99.90,8.09,Rep,99.90,7.98,Rep,99.90
FL-04,14.108,52.000,25.04,Rep,79.20,47.68,Rep,38.76,49.41,Rep,36.14,14.10,Rep,100.00,14.13,Rep,99.60,15.77,Rep,96.59
FL-05,-12.671,75.600,-41.28,Dem,47.20,-27.69,Dem,71.36,-51.99,Dem,31.36,-42.66,Dem,45.03,-12.64,Dem,99.90,-12.78,Dem,99.90
FL-06,8.743,44.000,42.35,Rep,40.80,56.71,Rep,21.89,41.73,Rep,41.16,8.77,Rep,99.40,8.50,Rep,99.80,47.69,Rep,32.73
FL-07,-3.816,78.000,-42.65,Dem,34.20,-27.72,Dem,57.09,26.67,Rep,47.84,-21.44,Dem,67.74,-3.76,Dem,99.90,-23.72,Dem,63.72
FL-08,10.534,30.000,-12.90,Dem,58.60,31.13,Rep,61.24,-29.34,Dem,35.34,45.01,Rep,38.35,15.95,Rep,89.56,40.10,Rep,46.18
FL-09,-6.442,44.200,-49.67,Dem,27.80,-41.72,Dem,38.76,-59.16,Dem,18.07,-27.80,Dem,61.24,-6.45,Dem,100.00,-29.21,Dem,58.84
FL-10,-13.485,60.600,-27.84,Dem,72.00,-53.34,Dem,30.35,-43.51,Dem,44.62,-13.48,Dem,99.90,-13.69,Dem,99.50,2.25,Rep,71.16
FL-11,16.002,37.200,48.43,Rep,41.00,66.97,Rep,17.09,50.66,Rep,36.78,16.14,Rep,99.90,16.06,Rep,99.90,34.32,Rep,64.72
FL-12,9.455,44.800,60.77,Rep,19.00,60.66,Rep,18.47,44.70,Rep,37.55,9.36,Rep,100.00,24.87,Rep,71.08,-5.97,Dem,72.09
FL-13,-1.568,63.200,-32.64,Dem,45.80,19.50,Rep,62.31,-43.16,Dem,31.36,16.22,Rep,68.14,-1.59,Dem,99.90,24.72,Rep,53.87
FL-14,-9.146,38.800,-49.48,Dem,30.80,-69.45,Dem,11.26,30.47,Rep,35.18,-39.54,Dem,45.23,-9.13,Dem,99.70,-19.79,Dem,80.00
FL-15,5.098,32.800,32.80,Rep,51.20,16.49,Rep,78.92,46.07,Rep,31.12,34.70,Rep,47.59,5.09,Rep,100.00,-24.80,Dem,48.59
FL-16,5.490,46.600,56.43,Rep,20.60,54.36,Rep,22.09,56.82,Rep,19.48,23.76,Rep,66.67,5.59,Rep,99.80,5.63,Rep,99.40
FL-17,13.649,17.600,-12.91,Dem,53.60,57.29,Rep,25.30,51.30,Rep,32.93,13.58,Rep,99.80,15.67,Rep,95.98,13.45,Rep,99.60
FL-18,4.779,38.000,39.01,Rep,41.00,22.45,Rep,67.47,42.96,Rep,34.94,-20.79,Dem,55.42,4.88,Rep,99.40,41.75,Rep,36.55
FL-19,11.110,31.800,59.02,Rep,22.20,54.70,Rep,26.31,47.72,Rep,35.54,-8.78,Dem,64.46,18.82,Rep,85.34,39.51,Rep,47.99
FL-20,-29.540,44.400,-57.87,Dem,42.00,-45.66,Dem,65.53,-51.08,Dem,54.47,-25.51,Dem,91.46,-29.35,Dem,99.70,-29.56,Dem,99.90
FL-21,-9.703,45.400,-33.44,Dem,56.00,-61.43,Dem,18.09,-54.44,Dem,25.53,-16.07,Dem,88.24,-9.71,Dem,99.90,8.06,Rep,67.94
FL-22,-7.946,43.000,-75.55,Dem,7.40,23.52,Rep,46.43,-34.96,Dem,51.06,-8.01,Dem,99.90,-7.88,Dem,99.90,-45.52,Dem,35.18
FL-23,-13.070,46.200,-46.34,Dem,39.60,-42.82,Dem,45.23,-55.17,Dem,27.54,-31.62,Dem,64.72,-12.87,Dem,99.50,-30.11,Dem,67.54
FL-24,-31.657,65.000,-64.05,Dem,34.80,-76.59,Dem,18.69,-52.30,Dem,55.68,-31.65,Dem,99.90,-27.41,Dem,90.85,-31.70,Dem,99.90
FL-25,0.916,53.400,-40.71,Dem,31.60,44.12,Rep,29.35,38.12,Rep,37.39,18.92,Rep,67.54,1.02,Rep,99.70,-12.73,Dem,75.38
FL-26,-8.073,51.800,-49.55,Dem,29.80,24.42,Rep,44.78,-42.53,Dem,39.56,-41.45,Dem,41.16,-8.16,Dem,100.00,-30.21,Dem,59.44
FL-27,-9.876,50.400,-65.48,Dem,14.80,-54.63,Dem,25.50,-47.42,Dem,34.74,-45.04,Dem,37.95,-22.13,Dem,77.11,-29.35,Dem,63.86
GA-01,7.137,20.200,66.46,Rep,13.20,68.75,Rep,10.84,29.02,Rep,60.04,-10.31,Dem,68.88,7.16,Rep,99.80,7.00,Rep,99.60
GA-02,-7.325,61.600,-25.58,Dem,66.20,-62.19,Dem,15.88,-27.22,Dem,63.52,-7.34,Dem,99.90,-7.34,Dem,99.90,-7.37,Dem,99.90
GA-03,16.002,22.400,-7.14,Dem,58.60,43.12,Rep,48.59,39.95,Rep,54.02,15.59,Rep,99.20,24.20,Rep,83.94,48.92,Rep,39.36
GA-04,-24.407,54.400,-43.54,Dem,60.60,-48.28,Dem,51.86,-66.59,Dem,23.92,-21.33,Dem,93.67,-22.46,Dem,95.88,-24.42,Dem,99.90
GA-05,-32.947,44.800,-60.84,Dem,41.60,-32.87,Dem,99.90,-66.87,Dem,31.96,-32.80,Dem,99.70,-33.08,Dem,99.70,-43.75,Dem,75.98
GA-06,6.362,45.000,53.46,Rep,24.60,-35.85,Dem,31.96,39.00,Rep,42.41,37.99,Rep,44.22,6.35,Rep,99.90,29.71,Rep,57.49
GA-07,7.107,18.400,57.88,Rep,20.20,-22.17,Dem,49.80,41.66,Rep,39.36,40.01,Rep,41.97,17.81,Rep,79.92,38.47,Rep,44.18
GA-08,13.224,26.200,54.57,Rep,29.20,55.25,Rep,27.71,48.64,Rep,36.75,37.52,Rep,54.42,10.02,Rep,94.18,27.45,Rep,72.69
GA-09,27.739,35.800,36.24,Rep,82.60,27.82,Rep,99.90,53.66,Rep,47.24,27.87,Rep,99.90,27.85,Rep,99.90,38.58,Rep,76.98
GA-10,12.869,8.200,55.03,Rep,28.20,51.63,Rep,31.93,34.89,Rep,58.43,15.45,Rep,95.18,21.31,Rep,83.94,25.09,Rep,76.71
GA-11,15.028,15.800,37.87,Rep,57.20,48.90,Rep,38.39,62.42,Rep,20.90,-5.00,Dem,63.72,13.82,Rep,97.49,20.65,Rep,89.05
GA-12,7.067,12.400,-16.89,Dem,58.00,65.03,Rep,13.45,29.21,Rep,59.64,-15.04,Dem,61.04,13.45,Rep,87.75,40.15,Rep,41.77
GA-13,-20.406,80.200,-33.36,Dem,73.60,-61.49,Dem,26.51,-47.14,Dem,47.99,-35.01,Dem,70.68,-20.61,Dem,99.80,-40.74,Dem,59.84
GA-14,24.505,18.600,32.18,Rep,84.40,72.95,Rep,17.09,67.32,Rep,22.91,40.42,Rep,66.93,37.88,Rep,72.16,24.60,Rep,99.70
HI-01,-18.146,96.000,-49.95,Dem,40.20,-51.29,Dem,38.15,-47.47,Dem,44.38,-36.89,Dem,63.25,-18.40,Dem,99.60,-17.95,Dem,99.40
HI-02,-18.962,82.200,-58.99,Dem,28.20,-37.12,Dem,64.26,-47.48,Dem,45.58,-22.46,Dem,92.97,-19.00,Dem,100.00,-12.97,Dem,87.95
ID-01,17.895,24.600,34.58,Rep,67.60,48.17,Rep,42.81,47.62,Rep,43.62,48.73,Rep,41.81,18.35,Rep,99.10,40.09,Rep,56.68
ID-02,14.259,71.000,50.67,Rep,35.40,30.51,Rep,68.74,41.38,Rep,49.05,14.19,Rep,99.70,13.86,Rep,99.10,13.99,Rep,99.30
IL-01,-26.870,56.200,-38.70,Dem,74.60,-27.01,Dem,99.70,-54.38,Dem,44.62,-26.87,Dem,99.90,-26.80,Dem,99.90,-41.66,Dem,68.74
IL-02,-28.848,63.200,-28.94,Dem,99.20,-28.69,Dem,99.70,-65.98,Dem,28.74,-30.50,Dem,96.48,-27.40,Dem,97.09,-28.76,Dem,99.90
